,MessageID,MessageType,MessageTimeLeft,MessageDelay,MessageRoute
2915,67_40,Real,28.540668859449916,"[0.03877852623891511, 0.18648274459957712, 0]","[Client id: 67, ( id: 5, corrupt: False ), Client id: 45]"
2916,94_32,Real,28.553193073072173,"[0.2724230832432891, 0.48273776189613343, 0]","[Client id: 94, ( id: 8, corrupt: False ), Client id: 90]"
2917,2_27,Real,28.565290898552536,"[0.64900965144561, 0.03538020833433118, 0]","[Client id: 2, ( id: 5, corrupt: False ), Client id: 61]"
2918,75_27,Real,28.565663021750105,"[1.7580791838877878, 0.4091595274858189, 0]","[Client id: 75, ( id: 1, corrupt: False ), Client id: 50]"
2919,14_36,Real,28.565722149518,"[0.06489581495443184, 0.029756746771409062, 0]","[Client id: 14, ( id: 9, corrupt: False ), Client id: 39]"
2920,7_30,Real,28.570837505149623,"[0.724499694211937, 0.34527653271719155, 0]","[Client id: 7, ( id: 3, corrupt: False ), Client id: 0]"
2921,89_26,Real,28.57388449984065,"[0.9017894977331063, 0.21168800676202043, 0]","[Client id: 89, ( id: 5, corrupt: False ), Client id: 31]"
2922,55_36,Real,28.579568296761018,"[0.22554098594332686, 0.788904321936795, 0]","[Client id: 55, ( id: 2, corrupt: False ), Client id: 95]"
2923,28_28,Real,28.581299315626577,"[0.6285592727140931, 0.33340430857722214, 0]","[Client id: 28, ( id: 10, corrupt: False ), Client id: 52]"
2924,64_41,Real,28.59996838085952,"[0.34307548529443416, 0.36773106705862574, 0]","[Client id: 64, ( id: 3, corrupt: False ), Client id: 20]"
2925,21_28,Real,28.651368785299503,"[1.7251498942621655, 0.6342955371237666, 0]","[Client id: 21, ( id: 6, corrupt: False ), Client id: 50]"
2926,29_33,Real,28.680597533860304,"[3.7994682362277246, 0.33498088123341807, 0]","[Client id: 29, ( id: 4, corrupt: False ), Client id: 34]"
2927,40_31,Real,28.688370124419677,"[0.18812756334037534, 6.150101511787423, 0]","[Client id: 40, ( id: 5, corrupt: False ), Client id: 32]"
2928,50_30,Real,28.695262693505168,"[1.0202943386025325, 0.20929435566233084, 0]","[Client id: 50, ( id: 9, corrupt: False ), Client id: 0]"
2929,32_29,Real,28.70711865456434,"[0.2614075920818718, 0.48187538433326443, 0]","[Client id: 32, ( id: 9, corrupt: False ), Client id: 60]"
2930,4_28,Real,28.715462652434137,"[1.0264045685827705, 0.14184186771079862, 0]","[Client id: 4, ( id: 5, corrupt: False ), Client id: 39]"
2931,84_24,Real,28.733432143049875,"[0.780982694124204, 0.926594567877065, 0]","[Client id: 84, ( id: 4, corrupt: False ), Client id: 59]"
2932,98_24,Real,28.738097063690898,"[1.282435420448551, 0.12077877213384686, 0]","[Client id: 98, ( id: 1, corrupt: False ), Client id: 26]"
2933,22_33,Real,28.738595905753442,"[3.336208408058433, 1.3069001832374907, 0]","[Client id: 22, ( id: 7, corrupt: False ), Client id: 65]"
2934,88_29,Real,28.74401724445626,"[0.2700676064257288, 2.169765139246136, 0]","[Client id: 88, ( id: 10, corrupt: False ), Client id: 11]"
2935,14_37,Real,28.752765747284673,"[0.18704359776667315, 0.2959120343704979, 0]","[Client id: 14, ( id: 7, corrupt: False ), Client id: 70]"
2936,47_34,Real,28.762601125506333,"[1.1901162625145674, 0.06308294577370313, 0]","[Client id: 47, ( id: 8, corrupt: False ), Client id: 29]"
2937,93_22,Real,28.77663058839862,"[1.5014992862232277, 1.3441558040838446, 0]","[Client id: 93, ( id: 6, corrupt: False ), Client id: 19]"
2938,25_51,Real,28.77906487406824,"[0.41664454213452007, 1.2946142506525773, 0]","[Client id: 25, ( id: 7, corrupt: False ), Client id: 97]"
2939,63_32,Real,28.796773734046816,"[0.3714532006369691, 1.4048656944544247, 0]","[Client id: 63, ( id: 10, corrupt: False ), Client id: 43]"
2940,95_35,Real,28.79831062567425,"[0.5179866154901352, 0.05526772783396085, 0]","[Client id: 95, ( id: 5, corrupt: False ), Client id: 99]"
2941,76_33,Real,28.808463526977118,"[0.31115128622668203, 1.60059607377543, 0]","[Client id: 76, ( id: 5, corrupt: False ), Client id: 60]"
2942,72_36,Real,28.84185690489577,"[1.3714016042492405, 1.0403036817888416, 0]","[Client id: 72, ( id: 10, corrupt: False ), Client id: 22]"
2943,28_29,Real,28.84576014785285,"[0.26446083222627287, 0.027182576364694074, 0]","[Client id: 28, ( id: 7, corrupt: False ), Client id: 41]"
2944,38_27,Real,28.855373435327984,"[1.4279332710258248, 0.5508896166341204, 0]","[Client id: 38, ( id: 3, corrupt: False ), Client id: 10]"
2945,35_29,Real,28.856433390104694,"[0.3423162876267507, 0.3420399788714501, 0]","[Client id: 35, ( id: 7, corrupt: False ), Client id: 7]"
